name,foods,score,kind
香煎巴沙鱼（龙利鱼）,巴沙鱼、姜、盐、黑胡椒、料酒、淀粉、白胡椒、大蒜片、大料、生抽,8.0,家常菜
昂刺鱼豆腐汤（黄辣丁）,昂刺鱼、豆腐（绢豆腐/嫩豆腐）、葱、姜、盐、胡椒粉、油,8.5,家常菜
蒜香排骨,排骨、蒜沫、生抽、老抽、料酒、葱姜、盐、淀粉、鸡蛋,0,家常菜
【美味的广场】好吃到刮碗底的泰式菠菜炒猪肉盖饭태국시시금치고기텊밤,菠菜、猪肉末、食用油1、大蒜、青尖椒/青阳辣椒、红尖椒/泰国红椒（可选）、红糖/黄糖/砂糖、酱油、蚝油、老抽（可选）、鱼露、水(可选)、鸡蛋（可选）、食用油2、米饭,8.8,家常菜
不会失手的家常酸菜鱼，满满一大盆，超过瘾！,草鱼、酸菜、白胡椒粉、料酒、盐、油、姜、小葱、小米辣、淀粉、蛋清、啤酒,8.0,家常菜
奶白鲫鱼豆腐汤|一条鱼最后的温柔,鲫鱼、豆腐、香葱、姜、盐,8.0,家常菜
超详细简单上手烤红薯（烤箱版）,红薯、锡纸、烤箱、制作时间,8.5,家常菜
浓香番茄炖牛腩（铸铁锅版）,牛腩、番茄、土豆、洋葱、姜、葱、干辣椒、桂皮、香叶、八角、油、生抽、老抽、料酒、冰糖、北鼎铸铁锅,8.5,家常菜
红烧排骨,排骨、葱、姜、蒜、盐、生抽、老抽、料酒、白糖、鸡精,8.1,家常菜
香菇酿肉,新鲜香菇、肉馅、虾仁、淀粉、生抽、盐、鸡汁/蚝油、胡椒粉,8.2,家常菜
卤水掌翼,鸭掌翼、鸭脚、姜、老抽、生抽、冰糖、紫苏叶、迷迭香、蒜头、干辣椒、柠檬叶、盐、料酒,0,家常菜
油焖大虾,对虾、蕃茄酱、生抽、料酒、盐、糖、生姜、蒜头、葱,8.5,家常菜
宫保鸡丁(家常版),鸡胸肉、黄瓜、胡萝卜、花生、郫县豆瓣酱、花椒、小红辣椒、腌制鸡肉材料:1～6、1.料酒、2.生抽、3.盐、4.鸡蛋清、5.淀粉、6.香油、碗汁材料:7～16、7.陈醋、8.白糖、9.蚝油、10.料酒、11.蜂蜜、12.肉清汤(或清水)、13.香葱(切碎)、14.蒜(切碎)、15.香油、16淀粉,7.9,家常菜
㊙️香脆好吃的孜然香炸藕片，人见人爱‼️,莲藕、鸡蛋、玉米淀粉、黑胡椒粉、五香粉、孜然粉、辣椒粉,0,家常菜
豉油鸡,酱油、走地鸡、冰糖,8.1,家常菜
私房大盘鸡,鸡、土豆、洋葱、青椒、干红辣椒、花椒、八角、豆瓣酱、姜、蒜、酱油（老抽也行啊~、盐、料酒、啤酒、味精,8.3,家常菜
【荔枝烤鱼】,黑鱼、生姜、料酒、盐、黑胡椒、荔枝、紫洋葱、大蒜、干辣椒、淀粉、莴笋、土豆、腐竹、金针菇、清油火锅底料、豆瓣酱、水、香菜、荔枝、冰糖、白酒,8.6,家常菜
鲍鱼鸡翅煲（家庭版）,鸡翅、姜、蒜、大葱、盐、糖、鲍鱼、蚝油、料酒、老抽、生抽、黑胡椒、洋葱,8.0,家常菜
香辣藕片♥️,藕、生抽、陈醋、耗油、蒜、小米辣、杭椒、辣椒面、芝麻,7,家常菜
番茄龙利鱼,龙利鱼、番茄、番茄酱、小葱、橄榄油、盐、玉米淀粉、现磨黑胡椒、糖、姜丝,7.9,家常菜
素炒三样（调料汁的新吃法）,土豆、青椒、胡萝卜、蒜、调料汁：、盐、糖、素耗油、生抽、黑胡椒汁或者粉、香油、淀粉、清水,1,家常菜
🐜蚂蚁上树丨能下3碗米饭🍚肉末粉丝,肉末、红薯粉丝、豆瓣酱、蒜、老抽、蚝油、生抽、姜、清水、青红椒,8.2,家常菜
苍蝇头（经典台湾家常菜）,肉末、蒜苔、蒜末、葱末、小米椒、料酒、白糖、生抽、淀粉、老抽、盐、鸡精,8.2,家常菜
红烧鸡块没朋友版，超级下饭,鸡腿、干辣椒、八角、花椒、姜、大葱、蒜、生抽、老抽、豆瓣酱、蚝油、冰糖,8.2,家常菜
简单的红烧狮子头～拌饭太香了,猪肉,0,家常菜
北鼎铸铁锅食谱｜焖蒜香鸡翅,鸡翅、土豆、胡萝卜、辅料：、大蒜、生抽、老抽、白胡椒粉、糖、盐（腌鸡翅用）、料酒、葱姜、盐（炒土豆和胡萝卜用）、食用油、水,8.5,家常菜
新疆特色大盘鸡（附加皮带面做法）,鸡腿、土豆、糖、干辣椒、八角、香叶、花椒、青椒、生抽、料酒、生姜、大蒜、盐,8.2,家常菜
酸菜鱼,白胡椒、蒜、鲤鱼、盐、料酒、淀粉、姜、鲜麻椒、酸菜、小葱、香菜、鸡蛋、淀粉,0,家常菜
超级下饭的家常豆腐,北豆腐（老豆腐）、木耳、胡萝卜、青椒、葱、蒜、郫县豆瓣酱、豆豉、料汁：、生抽、糖、蚝油、水淀粉,7.9,家常菜
🍍酸甜菠萝咕噜肉,里脊肉、菠萝、青红椒、生抽、盐、鸡蛋、蚝油、料酒、玉米淀粉（腌制用）、玉米淀粉（裹粉用）、胡椒粉、番茄酱、白醋、糖、清水,8.1,家常菜
土豆的新吃法！简单美味，给肉都不换！,土豆、蒜、小米椒、干淀粉、香辣酱、蚝油、生抽、辣椒面、孜然、芝麻,7.4,家常菜
虎皮青椒,做法一:、青辣椒、大蒜、香醋、白糖、生抽、油、盐、做法二用料:、青辣椒、大蒜、香醋、白糖、生抽、油,8.1,家常菜
鲜掉眉毛的番茄菌菇汤,海鲜菇、香菇、丝瓜、番茄、姜、鸡精、盐、嫩豆腐、番茄沙司、鲜贝露,0,家常菜
妈妈教我做的素鸡（素鸡软糯有秘密）,素鸡、生抽、老抽、糖、八角、葱,8.1,家常菜
干煸菜花,松花菜、五花肉、生姜、大蒜、辣椒、盐、酱油,7.9,家常菜
手撕椒麻鸡,鸡腿、香菜、蒸鱼豉油、生抽、盐、青椒、蒜、姜、料酒、花椒、麻椒、鸡精、糖、小米辣、芝麻、醋,8.2,家常菜
糖醋里脊,猪里脊、白糖、番茄酱、鸡蛋、姜、生粉、白胡椒粉、盐、白芝麻,8.0,家常菜
鱼香肉丝,猪腿肉、泡椒、姜、蒜、葱、水发木耳、胡萝卜、白糖、香醋(保宁醋/镇江香醋)、老抽、生抽、盐、清汤、淀粉,8.3,家常菜
青萝卜丸子,青萝卜、鸡蛋、面粉、花椒粉、盐,7.9,家常菜
健康油条～没有一滴水，没有泡打粉没有……,面粉（一般的中筋面粉）、酵母（新开封的）、盐、糖、鸡蛋、牛奶（不喜奶香，可换成水）、食用油,8.4,家常菜
草菇牛肉（米饭杀手系列九）,草菇、牛肉、香菜、生抽、淀粉、料酒、猪油、蚝油、黑胡椒粉、麻椒、小米椒,8.1,家常菜
超级下饭•鱼香肉丝,猪肉（里脊肉）、木耳、胡萝卜、青椒、大葱、姜丝、大蒜、郫县豆瓣酱、淀粉、香醋、白砂糖、生抽、盐、清水,7.9,家常菜
好朋友家的传家肉丸子,肉末、鸡蛋、生抽、葱、鸡精、盐、姜、胡椒粉、馒头、淀粉、十三香,8.3,家常菜
生菜简单做法,生菜、油、盐、大蒜、干辣椒、鸡精、花椒、姜,0,家常菜
柠檬手撕鸡（不辣）,鸡腿、生姜、生抽、糖、醋、芝麻香油、柠檬、香菜、白芝麻,0,家常菜
黄金脆皮炸鸡腿（空气炸锅版）“咔吃～唔～”,鸡腿、鸡蛋、糖、盐、料酒、黑胡椒粉、蒜粉、洋葱粉、玉米淀粉、植物油,8.4,家常菜
让武汉人民懵掉的儿菜的N种做法（2020.3.2更新第五种）,儿菜、香肠（或腊肉）、大蒜、姜、花椒、干辣椒、食用油,8.6,家常菜
椒盐杏鲍菇,杏鲍菇、鸡蛋、盐、面粉、玉米淀粉、五香粉、油,8.1,家常菜
💥疫情期吃啥？🍋柠檬酸辣手撕鸡腿🔥酸辣爽口开胃,鸡腿、柠檬、大蒜、生姜、香菜、葱、料酒、生抽、白醋、陈醋、白糖、蚝油、杭椒、小米辣、麻油,8.5,家常菜
家常主食炸茄盒肉馅儿茄子,茄子、猪肉、鸡蛋、葱花、酱油、盐、味精、五香粉、面粉、淀粉、清水,7.9,家常菜
爆炒猪肝,猪肝、生抽、姜、料酒、糖、香油、红椒、葱、淀粉、蚝油,1,家常菜
灯笼虾（简易版）,40-50型号泰国熟香虾、土豆、红椒、胡萝卜、玉米粒、豌豆、黑胡椒、沙拉酱,8.4,家常菜
土豆鸡块（黄焖鸡）,土豆、鸡腿、青椒、香菇、干辣椒、小葱、蒜、姜、黑胡椒、小米辣、八角、蜂蜜,8.4,家常菜
不用油炸的麻辣干锅，好吃到爆炸,虾、藕、土豆、火锅底料、洋葱、花椒、干辣椒,8.0,家常菜
牛气冲天的约会,牛腩、牛排、牛腱子、牛肉粒、菲力牛排、牛舌、牛肚、黄瓜条、眼肉牛排、牛窝骨、筋头巴脑、牛仔骨,8.8,家常菜
麦秋食光🔆蜜汁鸡翅,鸡翅、蜂蜜、生抽、老抽或自然鲜酱油、料酒、蚝油、黑胡椒粉,7.8,家常菜
菠萝咕噜肉,猪肉、菠萝、鸡蛋、小番茄、青椒、番茄酱、白醋、盐、生粉、糖、料酒,8.1,家常菜
酸辣藕丁,藕、泡椒小米辣、蒜、姜、葱花、醋、生抽、蚝油、料酒、盐,7.9,家常菜
超级好喝，酸辣开胃的酸辣汤,豆腐、鸡蛋、木耳、醋、白胡椒粉、水淀粉、生抽、西红柿、金针菇、香菜、盐和鸡精,1,家常菜
可乐鸡翅（超级成功案例）,鸡翅中、可口可乐、葱段、姜片、料酒、海天红烧酱油、海天海鲜酱油、八角、桂皮、具体每步的配料需要多少下面有写,8.1,家常菜
🔥香辣啤酒卤鹌鹑蛋❗️㊙️一口一个好吃到爆❗️,鹌鹑蛋、蒜，生姜、豆瓣酱、香叶、八角、花椒、冰糖、干辣椒、生抽、老抽、蚝油、啤酒,8.1,家常菜
炝拌土豆丝,油、香菜、土豆、花椒、糖、盐、干红辣椒、白醋,0,家常菜
零失误🉐香酥鱼块（草鱼）绝对没有草腥味,盐、草鱼、面粉、玉米淀粉、料酒、生抽、泡打粉、孜然粉、白芝麻、十三香,8.3,家常菜
咖喱牛腩（懒人终极版）,牛腩、姜、大葱、香叶、花椒、八角、分割线——、土豆、胡萝卜、椰浆/纯牛奶、洋葱、咖喱块,8.2,家常菜
香菇滑鸡,鸡腿肉、香菇、红薯淀粉、美人椒、姜、蒜片、盐、生抽、糖,7.7,家常菜
酸辣土豆丝,大土豆、青辣椒、小红椒、大蒜、葱姜、油、花椒、醋、盐、辣椒油,7.5,家常菜
洋葱蘑菇牛肉粒,牛肉、蘑菇、洋葱、大蒜、生抽、姜片、蚝油、淀粉、砂糖、料酒、老抽、芝麻油,2,家常菜
不油不腻软糯香醇的红烧肉,胡姬花古法小榨花生油、丸庄酱油、带皮五花肉、姜片、蒜瓣、八角、桂皮、香叶、干辣椒（可不加）、料酒、老抽、耗油、黄冰糖、清水、葱花,8.7,家常菜
素三鲜馅饼,面粉、水、食用油、香菇、胡萝卜、青椒、木耳、虾皮、小葱、生抽、蚝油、五香粉、花椒粉、香油、盐、花椒油、鸡精,8.3,家常菜
虾仁豆腐煲,豆腐、小海虾、蒜、小葱、食用油、清水、蚝油、盐,8.1,家常菜
酸汤肥牛,海南黄灯笼辣椒酱、肥牛片、金针菇、青尖椒、红尖椒、蒜、姜片、白醋、料酒、盐、糖、高汤,7.8,家常菜
无敌好吃的香煎豆腐,豆腐、鸡蛋、淀粉、盐、白糖、蚝油、生抽、蒜末,7.6,家常菜
清蒸桂花鱼(鳜鱼)，适合各种清蒸鱼，超级鲜美,桂花鱼、葱、姜、蒜、青椒、料酒、盐、糖、生抽、油、蒸鱼豉油,8.2,家常菜
㊙️减脂吃的无油串串🍢不油炸不上火的秘制酱料,食材,8.3,家常菜
一吃就停不下来の麻辣口水鸡🐤,鸡腿、食用油、姜、葱、料酒、生抽、醋、白砂糖、盐、辣椒粉、白芝麻、小米椒、香菜、蒜,8.2,家常菜
巨开胃巨好喝，10分钟搞定番茄酸辣汤冬季必喝。,番茄、香肠、鸡蛋、香菇、木耳、金针菇、嫩豆腐、葱和香菜,7.9,家常菜
吮指蒜香椒盐虾,明虾、葱、蒜、辣椒、花椒粉、盐、鸡精、食用油,8.2,家常菜
超正宗川味鱼香肉丝,里脊肉、木耳、辣椒、胡萝卜、葱、剁椒（小米辣）、蒜泥、生姜、豆瓣酱、生抽、醋、糖、淀粉、盐、水,0,家常菜
清蒸鱼,鱼、蒸鱼豉油、植物油、料酒、盐、葱、姜,8.5,家常菜
茄汁大虾肉质鲜嫩酸甜美味既开胃又下饭,虾、蒜末、姜片、葱花、盐、糖、醋、番茄酱、淀粉、水、油,0,家常菜
超级好吃的炖羊排,羊排、胡萝卜、番薯、土豆、年糕、香叶、八角、桂皮、干辣椒、大蒜籽、生姜、青红辣椒、大蒜、冰糖、盐、老酒、鸡精、老抽、生抽,8.5,家常菜
包菜炒粉丝,粉丝、包菜、生抽、蚝油、干辣椒、老抽、盐、蒜、小葱、白糖,0,家常菜
凉拌洋葱木耳,太太乐原味鲜头道特级鲜酱油、木耳、洋葱、红绿杭椒、大蒜瓣、熟芝麻或花生碎、香菜、花椒、干红辣椒、香醋、糖、玉米油、小磨麻油,8.3,家常菜
香辣过瘾的孜然土豆火腿，比路边摊还好吃,土豆、火腿肠、生抽、孜然粉、辣椒粉、白芝麻、孜然粒、糖、盐、葱花,7.6,家常菜
小炒鸡腿肉,鸡腿、料酒、淀粉、线椒、小米椒、蒜、姜、花椒麻椒、青蒜、生抽、豆瓣酱、豆豉、盐、糖,7.9,家常菜
超级下饭的橄榄菜肉末炒豆角（豇豆）,豇豆、肉末、橄榄菜、小米椒、大蒜、生抽、蚝油、盐,0,家常菜
超级下饭的鱼香炒鸡蛋,鸡蛋、青椒、胡萝卜、木耳、蒜、大葱、生抽、老陈醋、蚝油、水淀粉、白砂糖、清水,8.3,家常菜
番茄土豆炖牛腩,牛腩、西红柿、土豆、胡萝卜、姜、洋葱、大葱、大蒜头、桂皮，八角，香叶、盐、冰糖、生抽、料酒、红烧酱油,8.6,家常菜
青椒素炒杏鲍菇,青椒、杏鲍菇、大蒜瓣、生抽、老抽、盐、,7.9,家常菜
比KFC还好吃的香酥脆皮炸鸡腿‼️,鸡腿、炸鸡裹粉、香辣腌料、水,8.1,家常菜
莲藕蒸肉-绝对是家宴的首选作品！,莲藕、肉糜、洋葱、蛋黄、淀粉、料酒、白胡椒粉、生抽、葱花,7.6,家常菜
香辣口水鸡,鸡腿、香葱、姜片、花椒、香葱、姜、蒜、香菜、小米椒、花椒油、辣椒油、芝麻香油、鲜酱油、香醋、料酒、白糖、盐、熟白芝麻、熟花生米、（调味料仅供参考）,8.5,家常菜
下饭凉拌手撕鸡,香菜、醋、香油、生抽、盐、鸡腿、洋葱、、花椒、辣椒、蒜、生姜、料酒、白糖,8.3,家常菜
爆好吃的卤鸡腿卤蛋❗电饭煲炒锅都可以做~,鸡腿🍗、鸡翅根、水煮蛋,8.0,家常菜
［家庭版零失败］💯凉拌手撕鸡🍗,大鸡腿、香菜、姜片、大葱、花椒、料酒、小米辣、大蒜、生抽、香醋、白糖、辣椒油、香油、白芝麻,8.3,家常菜
孜然炒鱿鱼须🦑,鱿鱼须、姜、料酒、烧烤料（孜然料）、利民蒜蓉辣酱、油,7.9,家常菜
鱼香茄子这样做，不好吃你来找我！！,茄子、小葱、蒜、醋、生抽、盐、糖、剁辣椒、玉米淀粉,0,家常菜
三色白菜猪肉水饺,猪肉糜、大白菜、盐、葱末、姜末、饺子皮、家乐老母鸡汤口味浓汤宝、料酒、生抽、白胡椒粉、植物油,8.4,家常菜
红烧豆腐,豆腐、猪肉、葱、姜、蒜、豆瓣酱、生抽、老抽、糖、胡椒、鸡粉、生粉,7.8,家常菜
椒盐虾-超好吃光盘版,虾、椒盐、蒜、葱、淀粉、姜、料酒、青椒、小米椒,8.0,家常菜
凉拌莴笋丝，千万别焯水，这样做更爽脆,莴笋、红辣椒、大蒜,8.0,家常菜
葱油蛏子,蛏子、姜、料酒、海鲜酱油、油、葱花,0,家常菜
秘制红烧鸡爪,鸡爪、花椒、八角、桂皮、香叶、冰糖10g、料酒、老抽、生抽、十三香、姜,8.2,家常菜
家常豆腐,豆腐、鸡蛋、青椒、红椒、木耳、老干妈豆豉、泡椒、生抽、老抽、鸡精、糖、水、水淀粉,7.9,家常菜
私房红烧肉,五花肉、生抽、老抽、冰糖、陈年花雕、热水、姜片、葱结、菜油,8.1,家常菜
蚝油生菜,蚝油、生菜、蒜、白糖、酱油、水淀粉,7.9,家常菜
京酱肉丝,猪里脊、甜面酱、干豆腐、胡萝卜、小葱、香菜、大蒜、姜、鸡蛋清、白糖、白胡椒粉、料酒、生抽、老抽、淀粉,8.6,家常菜
梅菜扣肉,五花肉、梅干菜、白糖、八角、桂皮，香叶、老抽、生抽、胡椒粉、料酒,1,家常菜
超下饭的～酱油腌辣椒（尖椒）咸菜,线椒、蒜、姜、盐、花生油、大葱段、香叶、八角、花椒、桂皮、炸的油调味还可根据喜好加适量的洋葱，胡萝卜，香菜、白酒、醋、老抽、生抽,8.3,家常菜
常备餐之好吃多汁的汉堡牛肉饼,牛肉、洋葱、料酒、酱油、盐、牛奶、黑胡椒、蚝油、孜然,8.2,家常菜
压箱底—烧椒皮蛋,皮蛋、线椒、大蒜、蚝油、生抽、水、盐、剁椒,0,家常菜
小葱拌豆腐,豆腐、小葱、生抽、醋、蚝油、盐、糖、麻油,8.1,家常菜
港式烧肉😋不用钻洞也可以烤出脆皮的烧肉💋,三层肉或五花肉、五香粉、胡椒粉、白醋、细盐,8.3,家常菜
咖喱牛肉(零失败),咖喱、牛肉、土豆、胡萝卜、花椒、桂皮、葱、姜、黄油,8.2,家常菜
地锅鸡+自制红油【曼食慢语】,鸡半只、栗子肉、葱白、桂皮、蒜头、姜、干辣椒、八角、香叶、米酒、糖、生抽、老抽、盐、蚝油、面粉、水、青椒、红椒、红油、蒜苗、干辣椒、花椒粉、白芝麻、小葱、姜、蒜、盐、植物油,9.1,家常菜
牛肉嫩滑不柴不硬的家常处理方法30年经验大师小秘方,牛肉、蛋清、姜汁、老抽、糖、盐、小苏打（可不加）、水淀粉,9.0,家常菜
皮蛋豆腐,皮蛋、内酯豆腐、生抽、醋、蚝油、香油、小米辣、葱姜蒜、香菜,0,家常菜
豆腐一定要做脆皮的,豆腐、鸡蛋、韭菜、耗油、白糖、生抽、老抽、淀粉,0,家常菜
不用上汤的上汤芦笋（简约版）,芦笋、皮蛋、蒜瓣、盐、鸡精,8.3,家常菜
水煮牛肉,蒜、花椒、小米椒、干辣椒、郫县豆瓣、料酒、姜、盐、鸡蛋、牛肉、金针菇、油菜、黄豆芽、玉米淀粉、葱花、胡椒粉、白芝麻,7.7,家常菜
✅第6道快手低脂菜✨清爽美味的柠檬鸡丝🍋鸡胸肉满分吃法💯,鸡胸肉、小米辣、柠檬、料酒、辣椒面，白芝麻，葱末，蒜末、生抽，香醋、蚝油、食盐，白糖,8.0,家常菜
